,Tool,API,Prompt,Type
98,,,My trip to Sydney is from 2024-06-30 to 2024-07-06. Can you help me find a hotel?,2
99,,,Find me the hotels available in Bangkok from 2024-08-20 to 2024-08-27.,2
100,,hotels_hotel_detail,"Can I get the details for the hotel with id 218005414 in US Dollars, market US, in the language English (US)?",2
101,,,"What does the hotel with id 218005414 offer if the currency is Euro (EUR), the market is Germany (DE), and the locale is German (de-DE)?",2
102,,,"Can you tell me more about the hotel having the id 218005414, displaying prices in Chinese Yuan, for the Chinese market, with Mandarin as the locale?",2
103,,,I need information about the hotel with the id 218005414. Can you provide it in Indian Rupees for the Indian market using Hindi locale?,2
104,,,"Could you provide me with hotel details, where the id is 218005414, the currency is USD, the market is US and the locale is English (US)?",2
105,,,"I have the hotel id 218005414. What information can you give me about that hotel with the currency in Pound, the market in the UK, and the locale in English (UK)?",2
106,,,"Can you provide the hotel details of id 218005414 in Japanese Yen, suitable for the Japanese market and locale in Japanese (jp-JP)?",2
107,,,"Can you tell me about the services offered by the hotel with id 218005414 in Singapore Dollars, for the Singapore market, and the locale in English (SG)?",2
108,,,"Could you provide information on the hotel with the id 218005414, using Australian Dollars, for the Australian market, with the locale in English (AU)?",2
109,,,"I am interested in the hotel having the id 218005414. Can you fetch the relevant info in Canadian Dollars, for the Canada market, and in English (CA) locale?",2
110,,hotels_prices,How much does it cost to stay at hotel 218005414 in Shenzhen from 2024-03-26 to 2024-03-28?,2
111,,,I found a hotel with ID 123456789 in Shenzhen. What is the price for staying from 2024-04-01 to 2024-04-07 with two rooms?,2
112,,,What are the hotel prices for Hotel ID 987654321 in Shenzhen if I check-in on 2024-04-15 and check-out on 2024-04-20 with three rooms?,2
113,,,"Can you tell me the cost of staying at the hotel with ID 246813579 in Shenzhen for 5 nights starting from 2024-05-10, in RMB currency?",2
114,,,I'm planning a trip to Shenzhen and found a hotel with ID 135792468. How much would it cost to book a room from 2024-06-01 to 2024-06-08 in euros?,2
115,,,What's the price for hotel 864209753 in Shenzhen if I check-in on 2024-07-01 and check-out on 2024-07-05 with one room?,2
116,,,"I need the price for a 3-night stay at a Shenzhen hotel with ID 111222333, checking in on 2024-08-01 and checking out on 2024-08-04, for two rooms and in HKD currency.",2
117,,,"What is the cost for a 4-night stay at Hotel ID 555666777 in Shenzhen, checking in on 2024-09-05 and checking out on 2024-09-09 for three rooms, using the GBP currency?",2
118,,,Can you give me the price of hotel 999888777 in Shenzhen from 2024-10-15 to 2024-10-21 in AUD currency?,2
119,,,"I want to know the price for a week-long stay at a Shenzhen hotel with ID 333222111, from 2024-11-01 to 2024-11-08, using the JPY currency.",2
120,,hotels_reviews,What are the reviews for the hotel with ID 218005414?,2
121,,,Can I see the feedback for the hotel ID 122254510?,2
122,,,How do customers rate the hotel with the ID 388554122?,2
123,,,What are the comments for the hotel ID 202551414 on the second page?,2
124,,,Can I get reviews for the hotel 31875612 on page 3?,2
125,,,What do guests say about the hotel with the ID 183259710?,2
126,,,How do guests rate the service at the hotel with ID 4924510?,2
127,,,What are the reviews for the hotel ID 887564122 on the 5th page?,2
128,,,Can I see what guests say about the hotel with ID 129954102?,2
129,,,How do customers feel about their stay at the hotel with the ID 4775214?,2
130,,hotels_similar_hotels,Can you recommend some similar hotels to the one with ID 218005414 for my stay from 2024-04-10 to 2024-04-15 in Shenzhen?,2
131,,,What are some alternatives to the hotel with ID 218005414 for my stay in Shenzhen between 2024-05-01 and 2024-05-07?,2
132,,,I'm looking for hotels similar to the one with ID 218005414 for a stay from 2024-06-20 to 2024-06-25. Can you help?,2
133,,,Find hotels like the one with ID 218005414 for a stay in Shenzhen from 2024-07-10 to 2024-07-15.,2
134,,,I want to book a hotel similar to the one with ID 218005414 for 2024-08-15 to 2024-08-20 in Shenzhen. What are my options?,2
135,,,Please give me a list of hotels that are similar to the one with ID 218005414 for my stay in Shenzhen from 2024-09-01 to 2024-09-06.,2
136,,,Can you suggest some hotels like the one with ID 218005414 for a stay in Shenzhen between 2024-10-16 and 2024-10-22?,2
137,,,Are there any hotels similar to the one with ID 218005414 available in Shenzhen from 2024-11-10 to 2024-11-15?,2
138,,,Help me find hotels like the one with ID 218005414 in Shenzhen for a stay from 2024-12-01 to 2024-12-07.,2
139,,,What are some hotels similar to the one with ID 218005414 that I can book from 2024-12-25 to 2024-12-30 in Shenzhen?,2
140,,hotels_nearby_map,"Can you show me a list of hotels near the Shenzhen airport (22.6393, 113.8107)?",2
141,,,"Which hotels are close to the 30.54277, 114.34216 coordinates in Wuhan?",2
142,,,"I am currently at latitude 22.5501 and longitude 114.0569 in Shenzhen, can you find nearby hotels for me?",2
143,,,"Can you find hotels around the Beijing train station (39.9042, 116.4074) in Chinese currency (CNY)?",2
144,,,"What are the available hotels near the Guangzhou Tower (23.1054, 113.3250) for a UK traveler?",2
145,,,Can you list the hotels close to the latitude 31.2304 and longitude 121.4737 in Shanghai in British Pounds (GBP)?,2
146,,,"I'm at location 24.4798, 118.0894 in Xiamen, can you search for hotels near me in US dollars?",2
147,,,"Please find hotels near the coordinates 29.8683, 121.5439 in Ningbo for a Canadian traveler in CAD.",2
148,,,"Can you show me hotels around 43.8280, 87.6179 in Urumqi using Australian dollars (AUD)?",2
149,,,"I am located at 23.1291, 113.2644 in Guangzhou, please find nearby hotels for me in Euros (EUR).",2
