,tool_name,api_name,instruction,type
56,airports,get_airport_by_icao_code,Can I take the MRT from Singapore city center to Changi airport? ,1
57,airports,get_airport_by_icao_code,When was the Singapore Changi Airport built?,1
58,airports,get_airport_by_icao_code,What are the operating hours of Singapore Changi Airport?,1
59,airports,get_airport_by_icao_code,What is the airport luggage policy in Singapore Changi Airport?,1
60,bing,web_search,How can I improve my searching skills on the internet?,1
61,bing,web_search,How to evaluate the credibility of a website?,1
62,bing,web_search,How to filter explicit content from search results?,1
63,bing,web_search,What does metadata mean in the context of web searches?,1
64,bing,web_search,What does the HTTP 404 error mean?,1
65,bing,web_search,Which popular search engines can I use other than Google?,1
66,bing,web_search,How is search engine optimization (SEO) crucial for a company's online visibility?,1
67,bing,web_search,What to do if my internet connection is slow?,1
68,bing,web_search,How does a web crawler function?,1
69,bing,web_search,How can I protect my privacy during online searching?,1
70,bing_search_apis,images_search,How do I change the default search engine in my web browser?,1
71,bing_search_apis,images_search,How can I improve photograph quality to make them appear better in searches?,1
72,bing_search_apis,images_search,What steps can I take to optimize my images for search engines? ,1
73,bing_search_apis,images_search,Are there any guidelines on what size an image should be to appear best in search results? ,1
74,bing_search_apis,images_search,How can I determine the original source of an image I found on the internet? ,1
75,bing_search_apis,images_search,How to use proper keywords to increase the visibility of my images in searches?,1
76,bing_search_apis,images_search,How to protect my images from being unauthorized used when they appear in search result?,1
77,bing_search_apis,images_search,Is there any method to find the high-resolution version of an image?,1
78,bing_search_apis,images_search,What's the relationship between image file size and its loading speed on a webpage?,1
79,bing_search_apis,images_search,Is it constructive to use watermarks on my images to prevent unauthorized use? ,1
80,calculator,calculate,What is the history and development of Python programming language?,1
81,calculator,calculate,How can I learn Python programming for a beginner?,1
82,calculator,calculate,Does Python programming language support all kinds of mathematical operations?,1
83,calculator,calculate,What does the * symbol represent in mathematical operations?,1
84,calculator,calculate,What other programming languages are suitable for mathematical calculations?,1
85,calculator,calculate,Can other programming languages calculate mathematical expressions in the same way as Python?,1
86,calculator,calculate,Can I run Python programs on any operating system?,1
87,calculator,calculate,How to solve the issue if there is a syntax error in my Python formula?,1
88,calculator,calculate,How to improve the efficiency of mathematical calculations in my Python program?,1
89,calculator,calculate,What’s the difference between Python and other programming languages in processing mathematical expressions?,1
90,calendar,days_of_month,"If my birthday falls on 5th February, which day of the week will it be in 2025?",1
91,calendar,days_of_month,How can I tell if a year is a leap year?,1
92,calendar,days_of_month,What is the maximum number of days in any month?,1
93,calendar,days_of_month,Is there any month that has less than 28 days?,1
94,calendar,days_of_month,Can I tell the day of a week of a future date by counting days from today?,1
95,calendar,days_of_month,How many full weeks are there in the month of August?,1
96,calendar,days_of_month,"My rent is due on the last day of each month, what if the month has only 30 days?",1
97,calendar,days_of_month,Is the Chinese New Year always in the month of February?,1
98,calendar,days_of_month,What holidays are there in the month of December in China?,1
99,calendar,days_of_month,"If a project deadline is set to be the third Friday of April, how can I calculate the date?",1
100,calendar,display_calendar_of_month,How many days are in the month of February in a leap year?,1
101,calendar,display_calendar_of_month,How can I determine whether a year is a leap year or not?,1
102,calendar,display_calendar_of_month,What is the significance of the Chinese Lunar New Year in Chinese culture?,1
103,calendar,display_calendar_of_month,Which day of the week does Christmas usually fall on?,1
104,calendar,display_calendar_of_month,What are some traditions associated with celebrating Halloween?,1
105,calendar,display_calendar_of_month,Can you recommend any productivity apps to help me keep track of my schedule and appointments?,1
106,calendar,display_calendar_of_month,How do people typically celebrate the Mid-Autumn Festival in China?,1
107,calendar,display_calendar_of_month,"What is the origin of the Gregorian calendar, and how does it differ from other calendars?",1
108,calendar,display_calendar_of_month,Why do some cultures have a 13-month calendar instead of a 12-month calendar?,1
109,calendar,display_calendar_of_month,Are there any international holidays that are celebrated by multiple countries?,1
110,currency_exchange,listquotes,"Which currency is generally stronger, the US Dollar or the Euro?",1
111,currency_exchange,listquotes,How can I exchange my currency at a local bank or currency exchange office?,1
112,currency_exchange,listquotes,What is the typical commission fee for exchanging currency at a physical exchange service?,1
113,currency_exchange,listquotes,Can I use credit cards in most places while traveling abroad?,1
114,currency_exchange,listquotes,Which countries use the Euro as their official currency?,1
115,currency_exchange,listquotes,What is the historical significance of the British Pound in the global financial market?,1
116,currency_exchange,listquotes,How has the Chinese Yuan's exchange rate changed in the past 5 years?,1
117,currency_exchange,listquotes,What factors can influence the exchange rate fluctuations between currencies?,1
118,currency_exchange,listquotes,Are there any restrictions on carrying large amounts of cash when traveling to another country?,1
119,currency_exchange,listquotes,How do I determine if a currency exchange rate is favorable for me when traveling or making an international transaction?,1
120,currency_exchange,exchange,What is the capital of the country that uses the Euro (EUR) as its currency?,1
121,currency_exchange,exchange,"Which major currency is more stable over the past few years, USD or EUR?",1
122,currency_exchange,exchange,"What are some common currency symbols used in the international market besides USD, EUR, and CNY?",1
123,currency_exchange,exchange,Can you suggest some popular online platforms for trading cryptocurrencies like Bitcoin (BTC) and Ethereum (ETH)?,1
124,currency_exchange,exchange,How does inflation affect the exchange rate between two currencies?,1
125,currency_exchange,exchange,What factors in a country's economy can lead to the depreciation of its currency?,1
126,currency_exchange,exchange,Do the exchange rates offered at the airport usually have better or worse rates than the ones available online?,1
127,currency_exchange,exchange,How can I convert my physical cash to digital currency for online transactions?,1
128,currency_exchange,exchange,What is the historical significance of the British Pound (GBP) as a global currency?,1
129,currency_exchange,exchange,"As a traveler, is it more cost-effective to exchange currency before leaving for my trip or after arriving at the destination?",1
130,geocoding_by_api_ninjas,v1_geocoding,What is the latitude and longitude of the geographical center of China?,1
131,geocoding_by_api_ninjas,v1_geocoding,Why there is no state for cities in China in this API?,1
132,geocoding_by_api_ninjas,v1_geocoding,Can I get the temperature by knowing latitude and longitude?,1
133,geocoding_by_api_ninjas,v1_geocoding,Can I use this API to find out which city and country I am currently in by using latitude and longitude?,1
134,geocoding_by_api_ninjas,v1_geocoding,"In Shenzhen, are buildings in higher latitude areas generally taller?",1
135,geocoding_by_api_ninjas,v1_geocoding,What's the difference between the 2-letter ISO country code and the 3-letter one?,1
136,geocoding_by_api_ninjas,v1_geocoding,Can I determine the time zone based on latitude and longitude? ,1
137,geocoding_by_api_ninjas,v1_geocoding,Will the longitude and latitude of a city change over time due to continental drift?,1
138,geocoding_by_api_ninjas,v1_geocoding,Why is geographic coordinate division expressed in latitude and longitude rather than other units?,1
139,geocoding_by_api_ninjas,v1_geocoding,"In the northern hemisphere, does latitude influence the amount of sunlight a region receives?",1
140,geocoding_by_api_ninjas,v1_reversegeocoding,What's the capital city of China?,1
141,geocoding_by_api_ninjas,v1_reversegeocoding,Is the city I am in the Northern or Southern hemisphere?,1
142,geocoding_by_api_ninjas,v1_reversegeocoding,Which city is located on the Mengtze River in China?,1
143,geocoding_by_api_ninjas,v1_reversegeocoding,How can I measure the latitude and longitude of my current location?,1
144,geocoding_by_api_ninjas,v1_reversegeocoding,How many time zones are there in Russia?,1
145,geocoding_by_api_ninjas,v1_reversegeocoding,What is the distance between London and New York?,1
146,geocoding_by_api_ninjas,v1_reversegeocoding,How can I book a flight to London from Shenzhen?,1
147,geocoding_by_api_ninjas,v1_reversegeocoding,What are the different types of map projections?,1
148,geocoding_by_api_ninjas,v1_reversegeocoding,What kind of activities can I do in Hawaii?,1
149,geocoding_by_api_ninjas,v1_reversegeocoding,What is the geographical difference between Hong Kong and Macau?,1
150,google_api,video_search,What are some popular video sharing platforms besides YouTube?,1
151,google_api,video_search,How can I download a video from the internet?,1
152,google_api,video_search,What are the best video formats for online streaming?,1
153,google_api,video_search,Is there a website that allows me to subtitle my videos for free?,1
154,google_api,video_search,What video editing software is recommended for beginners?,1
155,google_api,video_search,How can I improve video resolution without making the file size too big?,1
156,google_api,video_search,Which social media platforms are suitable for short video clips and stories?,1
157,google_api,video_search,What are the recommended video settings for uploading to different platforms?,1
158,google_api,video_search,Is there a way to create an animated video from a series of images?,1
159,google_api,video_search,How can I protect my videos from being re-uploaded by others?,1
160,google_translate,detect,How can I improve my English pronunciation skill?,1
161,google_translate,detect,Can I learn French by myself?,1
162,google_translate,detect,Is it difficult to translate ancient Chinese texts into English?,1
163,google_translate,detect,What are some common phrases in Spanish that I should learn as a beginner?,1
164,google_translate,detect,Can Google detect the difference between UK English and US English?,1
165,google_translate,detect,How can I make my Japanese handwriting better?,1
166,google_translate,detect,What's the limits of machine translation?,1
167,google_translate,detect,Can you interpret this song's lyrics?,1
168,google_translate,detect,Is there a universal language that everyone can understand?,1
169,google_translate,detect,How can I keep my language skills from deteriorating when I don't get the chance to use them?,1
170,google_translate,languages,What is the most efficient way to learn a new language?,1
171,google_translate,languages,How should I get started with learning French?,1
172,google_translate,languages,What is the difference between American English and British English?,1
173,google_translate,languages,Why are there multiple dialects for one language in different regions?,1
174,google_translate,languages,What are the benefits of being bilingual or multilingual?,1
175,google_translate,languages,Can I use slang or idioms during translation?,1
176,google_translate,languages,How is the grammar structure in German different from that in English?,1
177,google_translate,languages,Why do some words have multiple meanings in one language?,1
178,google_translate,languages,How to correctly use subject-verb agreement in English?,1
179,google_translate,languages,What is the root of the Spanish language? Do Spanish speaking countries share the same language roots?,1
180,google_translate,translate,What are the official languages spoken in Switzerland?,1
181,google_translate,translate,Is it common for people in China to speak multiple dialects apart from Mandarin?,1
182,google_translate,translate,Can you recommend any good resources for learning Japanese?,1
183,google_translate,translate,How long does it usually take to become fluent in a new language?,1
184,google_translate,translate,Are there any major differences between British English and American English?,1
185,google_translate,translate,How can I improve my Spanish listening skills?,1
186,google_translate,translate,What are some common slangs spoken in Australian English?,1
187,google_translate,translate,Is French considered a difficult language to learn for English speakers?,1
188,google_translate,translate,Which countries have the highest number of English speakers?,1
189,google_translate,translate,What are some tips for mastering pronunciation in Russian?,1
190,image_processing,compress_image,What is the difference between JPEG and PNG format?,1
191,image_processing,compress_image,How to change image format on Windows without using any software?,1
192,image_processing,compress_image,Why is it necessary to compress an image file?,1
193,image_processing,compress_image,What might be the possible reasons behind a slow-loading image?,1
194,image_processing,compress_image,Can compressing an image lead to loss of its quality?,1
195,image_processing,compress_image,What are some of the software I can use to compress an image?,1
196,image_processing,compress_image,How large usually should an image file be for a website to load efficiently?,1
197,image_processing,compress_image,Does reducing the size of an image affect its resolution?,1
198,image_processing,compress_image,Are there apps available to compress images on my phone?,1
199,image_processing,compress_image,What are some effective ways to save storage space on my computer?,1
200,image_processing,resize_image,What are some popular image formats?,1
201,image_processing,resize_image,How does the clarity of the image change when it is compressed?,1
202,image_processing,resize_image,Is it possible to change a colored image to black-and-white without photo editing software?,1
203,image_processing,resize_image,What is the advantage of converting a .jpeg image to a .png?,1
204,image_processing,resize_image,What causes pixelation in images?,1
205,image_processing,resize_image,How to take a clear picture with phone?,1
206,image_processing,resize_image,When should I use lossless compression over lossy compression for images?,1
207,image_processing,resize_image,Can you tell the difference between a high resolution image and a low resolution image just by looking at it?,1
208,image_processing,resize_image,Does resizing an image affect its file size significantly?,1
209,image_processing,resize_image,What is the suitable resolution for an image to be used on a website?,1
210,image_processing,convert_format,What are the differences between the 'jpg' and 'png' format?,1
211,image_processing,convert_format,Which image format is the best for preserving the quality of photographs?,1
212,image_processing,convert_format,How can I reduce the size of an image without losing too much quality?,1
213,image_processing,convert_format,What is the most commonly used image format on the internet and why?,1
214,image_processing,convert_format,Which image format should I use for a transparent background?,1
215,image_processing,convert_format,How can I change the image format on my phone?,1
216,image_processing,convert_format,What's the benefit of compressing an image?,1
217,image_processing,convert_format,How does an image resizing tool work?,1
218,image_processing,convert_format,What are the basic principles of image processing?,1
219,image_processing,convert_format,Which image format is best for printing purposes?,1
220,image_remove_bg,remove_bg,What kinds of images are typically easier to edit by removing the background?,1
221,image_remove_bg,remove_bg,How may I boost my photography skills to take photos with a clear distinction between the focus and the background?,1
222,image_remove_bg,remove_bg,"In general, how can I take a photo that makes the background easier to remove?",1
223,image_remove_bg,remove_bg,Is there some software I can use on my PC to manually remove the background of an image?,1
224,image_remove_bg,remove_bg,"How does a ""green screen"" aid in separating a subject from the background in an image?",1
225,image_remove_bg,remove_bg,Does wearing contrast-colored clothes help in separating myself from the background when taking photos?,1
226,image_remove_bg,remove_bg,"How can I edit other aspects of an image, such as color balance or exposure, on my computer?",1
227,image_remove_bg,remove_bg,"After removing a background, how can I add a new background?",1
228,image_remove_bg,remove_bg,I've heard about something called chroma key applied in filmmaking. What's the principle behind it?,1
229,image_remove_bg,remove_bg,Why do photographers like using a white background when doing portrait photography?,1
230,image_translation,image_translation,"I have an image with Japanese text, is Japanese a difficult language to learn?",1
231,image_translation,image_translation,Can you give me some tips for learning Chinese characters more effectively?,1
232,image_translation,image_translation,How long does it usually take to become fluent in French for an English speaker?,1
233,image_translation,image_translation,"In Shenzhen, China, which foreign language would be most useful for job opportunities?",1
234,image_translation,image_translation,How many languages are typically spoken in Europe?,1
235,image_translation,image_translation,Do native speakers of English and Spanish find it easier to learn Italian?,1
236,image_translation,image_translation,Which language uses the Cyrillic alphabet?,1
237,image_translation,image_translation,Is it better to learn the traditional or simplified version of Chinese characters first?,1
238,image_translation,image_translation,What are some popular language learning apps or websites?,1
239,image_translation,image_translation,What's the best method for retaining vocabulary when learning a new language?,1
240,ip_geo_location,visitor_lookup,What is the language most widely spoken in the city I am currently located in?,1
241,ip_geo_location,visitor_lookup,What's the traditional food in the city I'm in right now?,1
242,ip_geo_location,visitor_lookup,What's the exchange rate for the local currency to US dollars where I am now?,1
243,ip_geo_location,visitor_lookup,What are some famous landmarks in my current city?,1
244,ip_geo_location,visitor_lookup,What is the main industry of the country I am currently located in?,1
245,ip_geo_location,visitor_lookup,Why does my current city have this timezone?,1
246,ip_geo_location,visitor_lookup,What typical souvenirs can I buy in the city I am at now?,1
247,ip_geo_location,visitor_lookup,What's the local custom around tipping in restaurants where I am now?,1
248,ip_geo_location,visitor_lookup,What's the population of my current city?,1
249,ip_geo_location,visitor_lookup,What's the education level of the country I'm in now?,1
250,ip_geo_location,ip_lookup,How can I know the currency used in the place where an IP is located without using an API?,1
251,ip_geo_location,ip_lookup,Can I determine the geographical position of an IP address on a physical map only with the latitude and longitude from the API?,1
252,ip_geo_location,ip_lookup,What is the difference between IPv4 and IPv6?,1
253,ip_geo_location,ip_lookup,Are there any tools that I can use to find my public IP address?,1
254,ip_geo_location,ip_lookup,"If I have the city where an IP is located, can I know the timezone of this city without using an API?",1
255,ip_geo_location,ip_lookup,Are the results of API calls in different languages different at the level of content or just differences in translation?,1
256,ip_geo_location,ip_lookup,Is Berlin in the same timezone as Paris?,1
257,ip_geo_location,ip_lookup,How can I change the language of my computer system to get the results of API calls in a different language?,1
258,ip_geo_location,ip_lookup,What is ASN in the network field?,1
259,ip_geo_location,ip_lookup,How to understand the security-related information from the API?,1
260,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,Which country has the highest population in the world?,1
261,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,In what year did China switch its country code from +86 to +85?,1
262,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,How can I get a visa for traveling to France?,1
263,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,Which is the smallest country by land area?,1
264,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"Is the United Kingdom part of the European Union in my current year, 2024?",1
265,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,What's the currency of India?,1
266,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,Where is the capital of Brazil?,1
267,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,Can you tell me the history behind the two-letter code of Australia?,1
268,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,What language is mainly spoken in Spain?,1
269,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,Does the two-letter code of USA has any relation to its official name?,1
270,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,"How do I say ""Good Morning"" in French?",1
271,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,What is the population of China?,1
272,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Can you tell me the currency used in Germany?,1
273,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,What is the capital of Australia?,1
274,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Which language is mostly spoken in India?,1
275,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,What is the famous food in Italy?,1
276,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Which countries are part of European union?,1
277,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,What is the literacy rate in KSA?,1
278,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Can you tell me the difference between American English and British English?,1
279,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,What is the historical background of Spanish language?,1
280,news_api,top_headlines,What's the difference between international news and domestic news?,1
281,news_api,top_headlines,Why is the sports category usually separate from other news categories?,1
282,news_api,top_headlines,How can I tell if a news source is credible?,1
283,news_api,top_headlines,What is the typical news cycle length for major world events?,1
284,news_api,top_headlines,"Are newspapers still popular in urban areas, or have they mostly transitioned to digital platforms?",1
285,news_api,top_headlines,How do different countries approach journalism and freedom of the press?,1
286,news_api,top_headlines,What is the impact of social media on traditional news media?,1
287,news_api,top_headlines,How can I submit my own news article to a local news website?,1
288,news_api,top_headlines,How do news organizations maintain objectivity in their reporting?,1
289,news_api,top_headlines,"How often should I check the news to stay informed, but not be overwhelmed by information?",1
290,news_api,search,Will reading news online use a lot of mobile data?,1
291,news_api,search,Would English version news cover as much content as the original language version?,1
292,news_api,search,Is the news covering topics worldwide usually providing timely information?,1
293,news_api,search,Who can help me understand the news in foreign language?,1
294,news_api,search,How to improve my reading speed for news articles?,1
295,news_api,search,Which publisher generally publishes news with neutral opinion?,1
296,news_api,search,Can I rely totally on one news source for global news?,1
297,news_api,search,What is ISO 8601 format and why is it used in API parameters?,1
298,news_api,search,Are there any benefits of reading news in the early morning?,1
299,news_api,search,How can the information in the news help my daily work?,1
300,objects_detection,objects_detection,How do I manually identify objects in a image?,1
301,objects_detection,objects_detection,What photography techniques should I know to clearly capture objects in images?,1
302,objects_detection,objects_detection,Can any ordinary camera capture images for deep learning analysis?,1
303,objects_detection,objects_detection,Are certain image formats better for object detection?,1
304,objects_detection,objects_detection,How can I interpret the results of a keywords extraction from an image analysis?,1
305,objects_detection,objects_detection,Can deep learning image analysis be applied to video sequences?,1
306,objects_detection,objects_detection,What is the difference between deep learning and machine learning in image analysis?,1
307,objects_detection,objects_detection,What kind of deep learning algorithms are typically used for image analysis?,1
308,objects_detection,objects_detection,How can I improve the quality of images for better object detection?,1
309,objects_detection,objects_detection,How does deep learning allow for object recognition in images?,1
310,ocr_extract_text,extract_text_from_image_url,What is the difference between JPEG and PNG file formats?,1
311,ocr_extract_text,extract_text_from_image_url,How can I convert a PDF file to a PNG or JPEG image?,1
312,ocr_extract_text,extract_text_from_image_url,Are there any free online tools to compress JPEG or PNG images?,1
313,ocr_extract_text,extract_text_from_image_url,Can this tool extract text from handwritten notes in an image?,1
314,ocr_extract_text,extract_text_from_image_url,How do I ensure the best image quality for text recognition?,1
315,ocr_extract_text,extract_text_from_image_url,How can I remove noise or artifacts from an image before using this API?,1
316,ocr_extract_text,extract_text_from_image_url,Can I extract text from images in languages other than English?,1
317,ocr_extract_text,extract_text_from_image_url,How can I improve the lighting of an image to enhance text recognition?,1
318,ocr_extract_text,extract_text_from_image_url,What are the common applications of Optical Character Recognition (OCR)?,1
319,ocr_extract_text,extract_text_from_image_url,"How does OCR technology work, and what are the underlying principles?",1
320,ocr_extract_text,extract_text_from_image_file,What kind of image file formats are considered high quality for viewing and editing?,1
321,ocr_extract_text,extract_text_from_image_file,What are some ways to enhance the resolution of an image to make it clearer?,1
322,ocr_extract_text,extract_text_from_image_file,How to convert a PDF file into a JPEG image?,1
323,ocr_extract_text,extract_text_from_image_file,What is the fastest way to scan a physical document into an image?,1
324,ocr_extract_text,extract_text_from_image_file,How do I resize my PNG image without losing quality?,1
325,ocr_extract_text,extract_text_from_image_file,What are some commonly used software for viewing or editing JPEG images?,1
326,ocr_extract_text,extract_text_from_image_file,How can I protect my personal images from being used without my permission?,1
327,ocr_extract_text,extract_text_from_image_file,What is the difference between JPEG and PNG file formats?,1
328,ocr_extract_text,extract_text_from_image_file,How can I print the text that I extracted from the image?,1
329,ocr_extract_text,extract_text_from_image_file,How can I translate the extracted text to another language?,1
330,onecompiler_apis,execute_code,How does Python handle exceptions in programming?,1
331,onecompiler_apis,execute_code,What's the difference between a tuple and a list in Python?,1
332,onecompiler_apis,execute_code,How to optimize Python code for better performance?,1
333,onecompiler_apis,execute_code,How do I install Python packages with pip?,1
334,onecompiler_apis,execute_code,What are some common Python coding mistakes that beginners make?,1
335,onecompiler_apis,execute_code,How do I convert a string to an integer in Python?,1
336,onecompiler_apis,execute_code,What are the differences between Python2 and Python3?,1
337,onecompiler_apis,execute_code,Which Integrated Development Environment (IDE) is best for Python programming?,1
338,onecompiler_apis,execute_code,How is multi-threading handled in Python?,1
339,onecompiler_apis,execute_code,How to use Python for web scraping?,1
340,public_holiday,public_holidays,Which countries usually have more public holidays?,1
341,public_holiday,public_holidays,Can private companies in China set their own holiday schedules?,1
342,public_holiday,public_holidays,Is Golden Week a public holiday in all parts of China?,1
343,public_holiday,public_holidays,How does the public holiday system in America differ from the one in China?,1
344,public_holiday,public_holidays,Are there any universal holidays observed by all countries around the world?,1
345,public_holiday,public_holidays,Is it necessary for companies to pay overtime wages for employees who work on public holidays?,1
346,public_holiday,public_holidays,How does the British public holiday system work?,1
347,public_holiday,public_holidays,Do all industries in the United States follow the same public holiday schedule?,1
348,public_holiday,public_holidays,How do people in India typically spend their national holidays?,1
349,public_holiday,public_holidays,Is Christmas day a public holiday worldwide?,1
350,recipe_by_api_ninjas,v1_recipe,What are some healthy ingredients I can add to my salad?,1
351,recipe_by_api_ninjas,v1_recipe,Can you suggest a few vegetarian dishes from Chinese cuisine?,1
352,recipe_by_api_ninjas,v1_recipe,How can I properly store leftovers in the refrigerator to retain freshness?,1
353,recipe_by_api_ninjas,v1_recipe,What kitchen gadgets can help me prepare meals more quickly?,1
354,recipe_by_api_ninjas,v1_recipe,How do I properly clean and disinfect my cutting board after using raw meat?,1
355,recipe_by_api_ninjas,v1_recipe,What are some basic food safety guidelines I should follow in the kitchen?,1
356,recipe_by_api_ninjas,v1_recipe,How can I improve my knife skills for more efficient cooking?,1
357,recipe_by_api_ninjas,v1_recipe,Are there any helpful cooking apps or websites that I can use to find recipes?,1
358,recipe_by_api_ninjas,v1_recipe,Should I let hot food cool down before storing it in the fridge?,1
359,recipe_by_api_ninjas,v1_recipe,What are the common mistakes that first-time cooks make in the kitchen?,1
360,skyscanner80,get_config,What is the best time to travel to Tokyo for cherry blossom viewing?,1
361,skyscanner80,get_config,Can you recommend some famous attractions in New York City?,1
362,skyscanner80,get_config,When is the peak tourist season in Paris?,1
363,skyscanner80,get_config,How much luggage am I allowed to carry on a domestic flight in China?,1
364,skyscanner80,get_config,Are there any famous local food items in Shenzhen that I should try during my visit?,1
365,skyscanner80,get_config,How far in advance should I book my hotel to get the best price?,1
366,skyscanner80,get_config,"What is the difference between economy, business, and first class on an airplane?",1
367,skyscanner80,get_config,Do I need a visa to travel to the United States as a Chinese citizen?,1
